src,tgt_translated,baseline_src,silver_src
Haha see! She haven reimburse u meh lol... u sure buy a lot one lo ushopping addict! Haha...,哈哈 看 ！ 她 不 还 我 钱 lol ... 你 真的 买 很多 东西 一个 购物 成瘾 ！ 哈哈 ...,"哈哈看！她不会还你钱呵呵...你确定买了很多东西吧，shopping addict ah哈哈... (hē hā kān! tā bù huì huí nǐ qián hé hé... nǐ què dìng mǎi le huì duō chéng shí ba, shōp-ping ái dì tì ah hā hā...)","Haha see! She no payback u lah, meh lol... u sure buy banyak one lo, shopping addict! Haha... u shopping ah, u sure buy a lot one lo, haha... u see, she no reimburse u, sure lah!"
Aiya also can have differing opinions wut.,哎呀 ， 人家 也 可以 有 不同 的 意见 了 。,阿依亚也可以有不同意见lah wut.,"Aiya also can have differing opinions leh, wut. Can say people also got their own view wut, got differing opinions on things, aiya."
"Hi ting wei, are u free on Thurs at  <DECIMAL> am? We just receivedthe contract. Would need help to clarify on the terms etc..:-)",邱婷伟 ， 星期四 早上 < DECIMAL > 点 有空 吗 ？ 我们 刚 收到 合同 时 ， 我们 需要 你 帮助 解释 一些 条款 等等 ！ : - ),"Ni hao ting wei, u free leh on Thurs at 8am mah? Juz receive contract lah, need help clarify terms etc la, wanna check with u first leh :-).","Hi ting wei, are u free on Thurs at 8.5 am? We just receive contract la, need help to clarify on terms etc..:-)"
haiyo.. pls not manz.. i dunwan bcm fei1 zhou1 ji1 aka african chicken.. u alone nw?,哎呀 ， 好友 ！ 我 一个 人 在 这里 ！,"haha, sorry la, got it! Here's the corrected translation:

""haiyo, plz not manz... i don't want become fei1 zhou1 ji1 aka african chicken... u alone now?""

becomes:

""heiyo, plz lah... i don't wan' become fei1 zhou1 ji1 (aka African Chicken)... u alone la now?""","Haiyo.. don't worry lah, i not go fei1 zhou1 ji1 aka African chicken, ji1, i stay here alone, not go with manz.., u pls dunwan think too much, i just chill here, not go catch chicken.."
"sry boss, i thot meeting is at  <#> , just realised it's  <DECIMAL> .so i stilll on the way",对不起 老板 ， 我 以为 会议 是 < # > ， 刚刚 才 发现 是 < DECIMAL > 。 所以 我 还 在 路上,"""Ah sory bos, i tihnk meetin' la at <#>, just realaise it's <DECIMAL>. So still on the way, la.""","Sry boss, i thot meeting is at <#>, just realised it's 8.5 so i stilll on the way lah."
s 33 bucks in popular...,三十三 块 美元 是 流行 的,三三佰多元在 popular...,"Get s 33 bucks la, at popular... shopping mall, lor!"
I tot u were fine yest?,我 昨天 以为 你 很 好 ？,"Niǎn zǐ ne, wǒ huì bù jiù huì shì zhèng qián le, xīn tiān wǒ jiù huì bù jiàn kāng (Actually, I thought you were fine yesterday? Today I won't know if I'm okay)","I tot u were fine yest? =   ""我昨天( yest) 的时候( tot)  think you (u) okay la, i (i) right? """
"TG 409, reach Singapore about 7pm",TG409 ， 約 7 點抵 達 新加坡,"飞机号码TG 409, shall arriveSingapore about7pm lah.","TG409 lah, reach Singapore by 7pm, leh."
"And hopefully it won't be something mom uses to traumatise us, like AI",希望 不会 像 妈妈 用 AI 那样 让 我们 感到 - traumatized,"""Hope it no be lah something horhor like AI one, hor, orlah ma use to traumatise us lah, "" **shān de huì bǎo** (善的回报) **bù yīng gāi shì yī xiàn** (不应是意外的) **jiàn kāng** (惊恐) **wǒ men** (我们的) **mā** (妈) **yǐ shǐ** (使用) **AI** **le** (了).","Harboring hopeful thoughts, it hopefully won't be lah that AI lah, and mom use to traumatise us, like something it will give us, but instead, it'll be something nicer lah, it won't lah."
Thanks. Pass them to u when i see u.,见到 你 时 就 转 交给 你,谢谢，转交给你当我遇到你时。,"Thanks lah, I'll give u. the reward when I see u."
Implement circuit part,电路 的 部分,"Implement circuit part nee to use IC components la, circuit design leh, first need to **design schematics** (设计 schematics) kaya, den use PCB layout (PCB布局) software design printed circuit board (印刷电路板) lor, after dat, implement using IC chips like **microcontroller** (微控制器) or **logic gate ICs** (逻辑门集成电路), connect them with **wires** (线) and **components** (元件), then test circuit (测试电路) leh.","Implement lah the electronics part of the circuit leh, need to jialat connect the wires and components correctly lor."
Torch black it  <#> . White is  <#> . But bold is  <#> . They are all new and i will have to ship to you in a few days if you really are interested.,火 黑色 是 < # > 。 白色 是 < # > 。 但是 粗体 是 < # > 。 它们 都 是 新 的 ， 我 将 在 几天 内 将 其 运输 给 你 ， 如果 你 真的 有 兴趣 。," Torch black lah it.  <#>  White lah  <#>.  But bold leh  <#>.  Ah, all new one lor,  xiè xiè  (thank you)  few days later ship to you lah, if you really keen interest."," Torch black lah <#>. White lah <#>. But bold lah <#>.. (pause) All these new item lah, will ship to you few days later if you really keen."
Wa liddat also can! Nvm for u wo yuan yi! Lol... so wei qu u mustwatch again sob sob sob...,哇 ， 里 答塔 也 可以 ！ nvm   for   u 我 愿意 ！ 哈哈 ， 所谓 你 必须 再次 观看 哭哭 哭 ...,"""Wait lah, also can ah! Forget it lah for you wǒ yuàn yī! Haha... so wanna quit, you must watch again, cry cry cry...""","Liddat also can! Nvm for u wo yuan, next time wei qu mustwatch again leh, don't make me sob sob sob... u must watch again lor, nvm, u just quitter, can't finish watch, sob sob sob..."
"Yeah lo. Probably she cant wait eh. If she were to take a break, shemight not have the motivation to study again le.",哎呀 。 可能 她 等不及 吧 。 如果 她 休息 了 ， 可能 她 再也 没有 学习 的 动力 了 。,"Ya lah, probably she cannot wait lah. If she take break, she mite no got motivation study again leh.","Yeah lo, she mite shemight not have motivation study again le if take break, so she probably can't wait eh."
"Pappu offered Girl,,Girl:tum itny chotay ho meri jawani ka bojh kaisy uthao gay?Papu:janu manta hon k chuha Bori utha nhi sktaMgr phaar to skta hai,,",帕普 Offer 给 女孩 ， 女孩 说 ： “ 你 是 我 的 青春 的 负担 ， 怎么 才能 背负 ？ ” 帕普说 ： “ 我 知道 你 在 说谎 ， 貂子 不能 背负 ， 但 可以 被 射穿 。 ”,"Here's the translation:

Original sentence in Singlish: ""Girl:tum itny chotay ho meri jawani ka bojh kaisy uthao gay?""

Translated to code-mixed sentence with romanized Chinese and Singlish:
""Girl:你咪这样小，怎么拉我年轻的负担？""
Papu: ""Janu manta hon k chuha Bori utha nhi skta, Mgr phaar to skta hai""

Translated to code-mixed sentence:
""Janu:我承认了，咪拉小的虫子不会能举起，但可以拽到""","Here is the translation with the desired words:

Pappu: ""Janu manta hon, chuha gay?  Bori chuha utha skta nhi, but papu phaar skta hai."""
re meeting at 7 at marches right?,七點 在 馬 車右邊 見 嗎 ？,"""Meet ah 7 at Marche's la, right?""","""Meeting lah at 7pm at marches re right?"""
I'll ask him! Haven't see him since fri haha!,我 问 他 ！ 自从 周五 以来 还 没有 见 过 他 哈哈 ！,"""Ah, I'll ask him leh! Nvr see him since fri lah!""","I'll ask him la! Haven't see him from Fri now, hahaha!"
Haha np sorry! I scared my phone cannot get through!,哈哈 没 问题 ！ 我 吓坏 了 ！ 手机 不能 通 ！,"Haha lah, no worries lah! Phone signal no go through arh, so got panic lah!","Haha np sorry lah, my phone cannot get through! I scared lah, cannot connect, so sorry!"
Haha yes you should save up! Dont buy rings le lol,哈哈 是 的 你 应该 存钱 ！ 不要 买 戒指 哈哈,"哈哈 izzit, hor save lah! No buy ring leh, jialat mah!","Haha, you should save up! Don't go buy rings le, yes, you must save money up, haha, don't buy rings, save up la, you!"
scheme morr per ho...aakar le ja,计划 更 多 的 人 ... 把 它 带走,"""De plan lar behor ah, jadi jalan lah""","The correct translation with the word 'ja' is: ""The scheme is all set to go ja la"""
i will call you later.,我 晚点 给 你 打电话 。,后面我会打call you lah.,"lah, i will make phone call to you later."
its confirmed. I spoke to him last friday. do u think we can meet at ard  <DECIMAL>  tmr at the coffeeshop?,他 上周五 确认 了 。 您 认为 我们 星期天 早上 约 < DECIMAL > 点 在 咖啡厅 见面 可以 吗 ？,"确实了 lah, last Fri me still talk to him leh. U think can meet around 3.5 tmr at coffee shop ah?","Its confirmed lah, I spoke to him on Friday. We think can meet tmr at ard 3pm at coffeeshop, ok?"
No idea. Im in charge of asking only.,The   reward   for   doing   good   is   nothing   but   more   good       ( The   translation   is : ),"""Sorry lah, got no idea what you mean, ask again leh.""","Got it, got it lah! Here's the rewritten sentence:

""Charge to think outside box, got idea only.""

Note: ""charge"" is used to emphasize responsibility, ""only"" to convey the singular focus, and ""idea"" to highlight the key concept."
:P haha!!!! Kidding lah!! Shall I bring cards?,哈哈 ！ 不 需要 卡片 ！,"""Ahah, joke ah!! Bring mah kard lor, jialat leh, no kard no play lah!""","Haha!!!! Kidding lah!! Ah, shall bring cards? :p"
Not feeling well den dun wan stay long lor..,不 舒服 了 ， 不想 呆久 了 。,不舒服的den don wanna stay long lah..,"Bukannya feeling well den, dun wan stay long lor.."
Dont put your phone on silent mode ok,不要 把 手机 静音 好 吗,"""Put phone on mute mode lah, ok?""","Dont put your phone on silent mode lah, just keep it on loud mode, or better still, put it on vibrate mode, but no need to put it on silent mode, just turn on your phone loud volume lah."
Yup. Woah get from my mummy eh. Cheaper leh,哇 ， 妈妈 给 的 东西 嘛   cheaper 了,"""De reward from doin' good la, actually just get more good la, wah, get from my mama lor, cheaper hor!""","Ah, got free stuff from my ah mah, more cheaper leh."
Haha so early? I woke up by u!,哈哈 太早 了 ？ 我 是 你 醒来 的 ！,哈哈早到 ah? Wake up by u lah!,"Haha so early ah? I wake up by u lah, no need la to ask why I so early?"
Lol go stalk on more people eh. Oh ya help me find nice android widgets. :-D,哈哈 去 暗访 更多人 哦 。 哦   ya   帮 我 找到 些 nice   android   小 工具   : - ),"哈哈 go snoop snoop la ah, oh ya find nice android widget leh, eh :-D","Haha lol go snoop-snoop on more people eh. Oh ya, help me find nice android widgets lah.  :-D"
Heyhey can u make urself free on Thursday and Friday? Odac outing atsentosa on either day. Truman here Reply thks :),哎 哎 ， 可以 你 在 星期四 和 星期五 释放 自己 吗 ？ 奥达 outing 在 SENTOSA 上任 一天 。 特曼 在 此 回复 ， 谢谢 ！,"Heyhey, can you free yourself on Thursday or Friday leh? Got outing at Sentosa on one of those days lah. Truman here, thank you very much :)","Heyhey, u can free on Thursday or Friday leh, Truman here got outing at Sentosa on either day, reply thks!"
Hey vincent I need the first aid kit from the clubhouse. Possible toget it now?,Hey ！ 我 需要 从   clubhouse 拿個 急救箱 ， 現在 能 拿 嗎 ？,"""Hey Vincent lah, need borrow first aid kit from clubhouse leh, can leh get it now ah?""","Hey vincent, ah want to borrow from you leh, can get the first aid kit from clubhouse now? Possible toget it from you now?"
Huh i dun understand...,"The   translation   I   provided   is :     善 的 回报 只能 是 善     Which   is   a   direct   translation   of   the   English   phrase   "" The   reward   for   doing   good   is   nothing   but   more   good "" .   However ,   I   can   try   to   provide   a   more   natural   Chinese   translation   that   conveys   the   same   meaning :     做好事 的 回报 只是 一件 好事     This   translation   uses   a   more   common   Chinese   phrase   structure   and   vocabulary   to   convey   the   idea   that   the   reward   for   doing   good   is   simply   more   good   deeds .","No worries lah, let me try again. The correct translation is: ""善的回报 shall be nothing but善"" can be rewritten in a code-mixed sentence with Romanized Chinese and Singlish:

""Reward for do good (善的回报) is actually more good (善) itself, hor?""

Or a more concise version:

""Good deed (善) reward self (自) more good (善)""","Sorry leh, here's a retry:

The reward for doing good is actually more goodness, you see. (Reward -> reward)

改进版: 
好事做了，得到的回报（reward）是更多的好事 lah."
"Dear ladies and gentlemen, im organising a trip to ily at 6pm. Tablesbooked already. Im cabbing down so let me know if you are going withme or going alone. ^^",亲爱 的 女士们 和 先生 们 ， 我 正在 组织 一个 去 伊利 的 旅行 ， 6 点钟 出发 。 已经 预订 了 桌子 。 如果 你 想 和 我 一起 去 ， 或者 单独 去 ， 麻烦 你 告诉 我 ， 谢谢 ！ ^ ^,阿爹阿爹，咱组织去伊利玩一天，6点出发了，餐桌都book了，咱坐taxi下去，希望各位跟我去或是自己去，提前通知我一声，谢谢！^^,"Dear ah sisters & brothers, lah me **organising** a **trip** to **ily** at 6pm leh, tables already book mah. Me **cabbing** down lor, so let me know lah, you **alone** go or **with** me **^^**."
Most prob she sleeping lah. I think i will reach around 5.,她 大概 在 睡觉 吧 。 我 想 我 大概 五点钟 才能 到达 。,"可能她睡了 lah,我估计五点多 baru reach lah.","Most prob she already sleeping lah, I think I reach around 5."
You sure I sent to you? When u received de? How come I got no sent msg history,你 确定 你 发送 了 吗 ？ 我 何时 收到 ？ 为什么 我 没有 发送信息 的 记录 ？,"""Sure la, I confirm receive now la. You send me few days ago, maybe msg lose in transit or my phone memory full, no record now. U try resend or check ur send history again, maybe it's stuck somewhere.""","You sure no receive msg leh, got no sent msg history la, I think you no send, so no history, u wanna check if u send msg to me or not, got no sent history, so I no receive msg from you."
